file,split,per_occ,detections,img_w,img_h,animals,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
2009_001948,train,0.44533333333333336,1,333,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009_001952,train,0.4493076923076923,2,500,338,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2009_001959,train,0.20272533333333334,1,500,375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009_001960,train,0.6683306666666666,4,500,375,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2009_001961,train,0.3683093333333333,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2009_001962,train,0.153584,1,500,375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_001964,train,0.09138133333333333,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009_001972,train,0.08831197771587744,1,359,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_001975,train,0.5085828877005347,1,374,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2009_001990,train,0.05508108108108108,5,500,333,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
2009_001994,train,0.24696,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_001997,train,0.002853333333333333,5,500,375,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2009_001999,train,0.36033948339483396,2,500,271,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002000,train,0.8731893333333334,1,375,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002010,train,0.29545066666666664,2,500,375,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_002018,train,0.020364312267657992,1,500,269,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002019,train,0.037568,3,500,375,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2009_002037,train,0.5218132530120482,2,500,332,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2009_002040,train,0.862930930930931,1,500,333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009_002044,train,0.556368,13,500,375,0,0,0,0,0,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0
2009_002052,train,0.15416533333333332,1,500,375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002054,train,0.46377066666666666,4,500,375,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2009_002057,train,0.15281697612732095,4,500,377,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2009_002060,train,0.196992,1,500,375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002064,train,0.05229333333333333,1,500,375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009_002066,train,0.3427306666666667,6,500,375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2009_002072,train,0.08321170815312721,1,454,329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002077,train,0.5314186666666667,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009_002083,train,0.2885066666666667,3,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
2009_002086,train,0.10133866666666666,1,500,375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002088,train,0.4591573333333333,21,500,375,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,13,1,0,0,0,0
2009_002089,train,0.12593413173652696,1,334,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002093,train,0.30950933333333336,1,500,375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_002096,train,0.12453866666666667,1,500,375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002098,train,0.091488,16,500,375,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,1,0,0,0,0,0
2009_002099,train,0.22120533333333334,1,500,375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002103,train,0.276185,5,500,400,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002104,train,0.6613546666666666,1,375,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009_002105,train,0.106304,3,500,375,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009_002107,train,0.368336,3,500,375,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2009_002112,train,0.10751951951951952,3,500,333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2009_002116,train,0.5404744744744745,1,333,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009_002117,train,0.23389189189189188,1,500,333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002118,train,0.28009066666666665,7,500,375,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2009_002119,train,0.42424199288256226,1,500,281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002120,train,0.833289156626506,2,500,332,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002123,train,0.381392,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2009_002126,train,0.3328168168168168,3,500,333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_002129,train,0.3262030456852792,2,500,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2009_002133,train,0.10378378378378378,1,500,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009_002145,train,0.3581013333333333,6,500,375,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0
2009_002146,train,0.3931163895486936,5,421,500,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2009_002147,train,0.6424906666666667,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_002149,train,0.0545045045045045,1,500,333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002151,train,0.44848,1,400,500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009_002152,train,0.4013546666666667,2,500,375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_002153,train,0.37576533333333334,4,500,375,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002173,train,0.4421183431952663,1,500,169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002176,train,0.392688,1,375,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009_002180,train,0.11731325301204819,7,500,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0
2009_002182,train,0.2482919254658385,2,500,322,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2009_002192,train,0.3956693333333333,3,500,375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2009_002193,train,0.36682692307692305,1,400,494,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_002197,train,0.11952615384615385,2,500,325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2009_002198,train,0.31310614525139663,2,500,358,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2009_002203,train,0.16546546546546548,7,500,333,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2009_002204,train,0.3773643835616438,2,365,500,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002214,train,0.4947573333333333,3,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2009_002216,train,0.12456,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009_002225,train,0.04232533333333333,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009_002229,train,0.3322384137601529,1,448,299,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009_002235,train,0.011111111111111112,1,333,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002236,train,0.14541333333333334,2,500,375,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2009_002240,train,0.35984984984984986,2,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2009_002245,train,0.3748828828828829,1,500,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009_002253,train,0.520384,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2009_002254,train,0.21823343848580443,2,500,317,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002256,train,0.14596396396396397,1,500,333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002258,train,0.12748348348348348,1,500,333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002259,train,0.6512746666666667,1,500,375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_002262,train,0.215436,1,500,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002264,train,0.0441,1,500,400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002271,train,0.4188724035608309,4,500,337,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002273,train,0.15930133333333332,2,500,375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2009_002274,train,0.20103466666666667,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009_002281,train,0.36004794520547945,1,500,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009_002285,train,0.35715315315315316,3,500,333,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
2009_002289,train,0.05937066666666667,7,375,500,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_002297,train,0.22935735735735735,2,333,500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2009_002298,train,0.3402108626198083,1,500,313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002299,train,0.4928862275449102,1,500,334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002301,train,0.30733866666666665,1,375,500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009_002311,train,0.7509035532994924,2,500,394,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2009_002312,train,0.020416,2,500,375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_002314,train,0.098848,1,375,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002324,train,0.10932402234636872,1,500,358,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_002326,train,0.4966107784431138,1,500,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_002331,train,0.128032,18,500,375,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,5
2009_002338,train,0.41204790419161674,11,500,334,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
2009_002339,train,0.4704,1,500,375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009_002343,train,0.31310933333333335,5,500,375,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_002348,train,0.18352802359882006,2,500,339,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002352,train,0.592176,1,500,375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009_002358,train,0.7165813333333333,3,500,375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2009_002362,train,0.087472,2,375,500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2009_002371,train,0.2855915915915916,1,500,333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002376,train,0.14875675675675676,3,333,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2009_002377,train,0.04116266666666667,3,500,375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2009_002381,train,0.20611940298507464,1,335,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_002386,train,0.5035786666666666,3,375,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2009_002387,train,0.19021639344262295,1,500,305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002388,train,0.08195195195195196,1,500,333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002391,train,0.6970453333333333,2,500,375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2009_002397,train,0.18381981981981982,1,500,333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002404,train,0.08365165165165166,3,500,333,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_002406,train,0.3542102102102102,2,333,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_002408,train,0.9794453333333333,2,500,375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2009_002409,train,0.2167667731629393,2,500,313,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2009_002416,train,0.16733866666666666,2,500,375,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2009_002419,train,0.19180266666666668,1,375,500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_002422,train,0.26323723723723724,2,500,333,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2009_002423,train,0.02258133333333333,1,500,375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002424,train,0.18402666666666667,1,500,375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002425,train,0.04134534534534535,3,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2009_002429,train,0.7474826666666666,1,500,375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009_002431,train,0.06697066666666666,1,500,375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002434,train,0.340192,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009_002438,train,0.43736533333333333,1,500,375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002439,train,0.6196693333333333,2,500,375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2009_002443,train,0.8375195195195195,9,500,333,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,0,0,0,0
2009_002448,train,0.1656096096096096,1,333,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002452,train,0.21873273273273272,7,333,500,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0
2009_002456,train,0.4396873563218391,1,500,435,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_002460,train,0.04738666666666667,1,500,375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_002472,train,0.46857817109144545,1,500,339,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009_002504,train,0.7053706666666667,2,500,375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2009_002505,train,0.357728,4,500,375,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002506,train,0.5421501501501501,3,500,333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2009_002514,train,0.471104,2,375,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2009_002519,train,0.03306666666666667,1,500,375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002522,train,0.4794986666666667,4,500,375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0
2009_002523,train,0.2669066666666667,7,500,375,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0
2009_002530,train,0.1108562874251497,1,500,334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002536,train,0.004666666666666667,1,500,333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002542,train,0.22192533333333334,5,500,375,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
2009_002543,train,0.06351951951951952,6,500,333,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002553,train,0.29862162162162165,1,444,500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_002556,train,0.2743466666666667,4,500,375,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
2009_002557,train,0.15820266666666666,3,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2009_002558,train,0.1802814371257485,6,500,334,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
2009_002559,train,0.009645645645645646,2,500,333,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002561,train,0.6265285285285286,1,500,333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009_002565,train,0.7880479041916167,1,334,500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009_002567,train,0.8104564564564565,4,500,333,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002577,train,0.118976,1,375,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002579,train,0.37097066666666667,5,375,500,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2009_002585,train,0.29837724550898204,1,334,500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009_002586,train,0.294432,2,500,375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2009_002588,train,0.03480120481927711,5,500,332,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0
2009_002595,train,0.45415141955835964,4,500,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2009_002597,train,0.26074698795180723,2,500,332,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2009_002599,train,0.10676276276276277,1,500,333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002605,train,0.37201603206412825,1,500,499,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_002611,train,0.16917333333333334,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2009_002612,train,0.26976569037656906,9,478,500,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,2,0,0
2009_002613,train,0.4447390180878553,7,500,387,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0
2009_002615,train,0.2516,1,500,375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009_002616,train,0.4382779535864979,1,316,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009_002620,train,0.042944,1,500,375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002621,train,0.4320978260869565,5,500,368,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
2009_002624,train,0.17907784431137724,2,500,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2009_002625,train,0.06504191616766467,1,500,334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002626,train,0.03738323353293413,1,500,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002628,train,0.28792792792792793,2,500,333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2009_002629,train,0.1328921282798834,1,343,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002648,train,0.8629161676646706,1,500,334,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009_002652,train,0.2662102102102102,2,500,333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2009_002659,train,0.20788588588588588,2,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2009_002662,train,0.23374174174174175,1,500,333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002671,train,0.10535735735735735,3,500,333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009_002672,train,0.15754146341463415,1,410,500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_002674,train,0.11512912912912913,1,500,333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002676,train,0.22475733333333334,2,500,375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2009_002685,train,0.11380451127819549,1,500,399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002688,train,0.35452127659574467,9,500,376,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,2,0,0,0,0
2009_002689,train,0.2687147147147147,1,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009_002695,train,0.3211421052631579,7,500,380,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0
2009_002697,train,0.2415,1,500,320,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009_002703,train,0.15798933333333334,3,500,375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2009_002704,train,0.3616096096096096,1,500,333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009_002705,train,0.6380373333333333,2,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2009_002710,train,0.12723733333333334,2,500,375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2009_002713,train,0.4520154639175258,1,388,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009_002714,train,0.044074666666666665,1,500,375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002715,train,0.0877125748502994,3,334,500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2009_002719,train,0.11681066666666666,8,500,375,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
2009_002725,train,0.5196816816816817,1,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009_002728,train,0.07910933333333334,1,375,500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_002734,train,0.34522324159021406,1,500,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009_002746,train,0.7652395209580838,1,334,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009_002750,train,0.23363963963963963,4,500,333,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
2009_002758,train,0.13804804804804804,1,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009_002759,train,0.03947747747747748,2,500,333,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002763,train,0.24798933333333334,1,500,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009_002764,train,0.3806346666666667,1,500,375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002770,train,0.29822933333333335,1,500,375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002780,train,0.4264984984984985,3,500,333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2009_002784,train,0.2941741741741742,4,500,333,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
2009_002789,train,0.15786666666666666,1,500,375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009_002791,train,0.14549333333333334,1,375,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002792,train,0.557075075075075,12,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
2009_002798,train,0.24282282282282283,2,500,333,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002799,train,0.17615015015015015,6,500,333,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_002813,train,0.41098780487804876,1,500,328,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009_002814,train,0.451067615658363,2,281,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
